No,PAGENM,PAGENM_EN,PAGENo,ITEMNo,PAGEID,TAGID,TESTPOINTNAME,PROPERTY,SYSTEMID,STATIONID,IOMODULEID,POINTID,GRAPHINDEX
10,消防泵,,38,3,3001,737039,应急消防泵运行指示,,1,3,3,9,
10,消防泵,,38,4,3001,737040,应急消防泵故障报警,,1,3,3,10,
10,配电板/分电箱,,39,1,3001,738001,日用配电板AC380V电源故障,,1,1,1,7,
10,配电板/分电箱,,39,2,3001,738002,日用配电板AC220V电源故障,,1,1,1,8,
10,配电板/分电箱,,39,3,3001,738003,日用配电板AC220V控制电源故障,,1,1,1,9,
10,配电板/分电箱,,39,4,3001,738004,日用配电板DC24V电源故障,,1,1,1,10,
10,配电板/分电箱,,39,5,3001,738005,日用配电板AC380V网络绝缘低,,1,1,1,11,
10,配电板/分电箱,,39,6,3001,738006,日用配电板AC220V网络绝缘低,,1,1,1,12,
10,配电板/分电箱,,39,7,3001,738007,日用配电板应急切断综合报警,,1,1,1,13,
10,配电板/分电箱,,39,8,3001,738008,日用配电板优先脱扣报警,,1,1,1,14,
10,配电板/分电箱,,39,10,3001,739001,厨房配电板380V绝缘低,,1,3,3,7,
10,配电板/分电箱,,39,11,3001,739002,厨房配电板220V绝缘低,,1,3,3,8,
10,配电板/分电箱,,39,13,3001,740001,TR1副边主开关合闸,,1,1,1,15,
10,配电板/分电箱,,39,14,3001,740002,TR1副边主开关异常脱扣,,1,1,1,16,
10,配电板/分电箱,,39,15,3001,740003,TR2副边主开关合闸,,1,1,1,17,
10,配电板/分电箱,,39,16,3001,740004,TR2副边主开关异常脱扣,,1,1,1,18,
10,配电板/分电箱,,39,18,3001,741001,1#发电机组分电箱电源故障,,1,1,3,19,
10,配电板/分电箱,,39,19,3001,741002,2#发电机组分电箱电源故障,,1,1,3,21,
10,配电板/分电箱,,39,20,3001,741003,1#发电机组分电箱失电,,1,1,3,25,
10,配电板/分电箱,,39,21,3001,741004,2#发电机组分电箱失电,,1,1,3,26,
10,配电板/分电箱,,39,23,3001,126,监测系统主AC220V失电,,1,1,3,17,
10,配电板/分电箱,,39,24,3001,127,监测系统应急AC220V失电,,1,1,3,18,
10,配电板/分电箱,,39,25,3001,134,集控台主AC220V电源失电,,1,1,3,29,
10,配电板/分电箱,,39,26,3001,135,集控台应急AC220V电源失电,,1,1,3,30,
10,其他报警,,40,1,3001,742001,火灾主控制板火灾报警,,1,3,3,13,
10,其他报警,,40,2,3001,742002,火灾主控制板电源故障,,1,3,3,14,
10,其他报警,,40,3,3001,742003,火灾主控制板综合故障,,1,3,3,15,
10,其他报警,,40,4,3001,201410,防盗系统主电源失电报警,,1,1,1,28,
10,其他报警,,40,5,3001,743001,报警灯柱主电源故障报警,,1,1,3,15,
10,其他报警,,40,6,3001,743002,充放电板应急放电指示,,1,3,3,17,
10,其他报警,,40,7,3001,743003,车钟打印机故障,,1,3,3,19,
10,其他报警,,40,9,3001,743005,轮机员安全系统报警,,1,1,9,1,
10,1#变频器(1),,41,1,3001,201001,1#变频器电机定子电压,,1,6,9,1,
10,1#变频器(1),,41,2,3001,201002,1#变频器电机定子电流,,1,6,9,2,
10,1#变频器(1),,41,3,3001,201003,1#逆变ACS800过频率,,1,6,9,3,
10,1#变频器(1),,41,4,3001,201004,1#逆变ACS800开关过频率,,1,6,9,4,
10,1#变频器(1),,41,5,3001,201005,1#变频器电机U相电流,,1,6,9,5,
10,1#变频器(1),,41,6,3001,201006,1#变频器电机V相电流,,1,6,9,6,
10,1#变频器(1),,41,7,3001,201007,1#变频器电机W相电流,,1,6,9,7,
10,1#变频器(1),,41,8,3001,201008,1#推进变频器运行,,1,6,9,8,
10,1#变频器(1),,41,9,3001,201010,1#变频器逆变INU1短路,,1,6,9,10,
10,1#变频器(1),,41,10,3001,201011,1#变频器逆变INU2短路,,1,6,9,11,
10,1#变频器(1),,41,11,3001,201012,1#逆变ACS800过流,,1,6,9,12,
10,1#变频器(1),,41,12,3001,201013,1#变频器主开关闭合,,1,6,9,13,
10,1#变频器(1),,41,13,3001,201014,1#变频器内部冷水温度,,1,6,9,14,
10,1#变频器(1),,41,14,3001,201015,1#变频器水冷单元故障,,1,6,9,15,
10,1#变频器(1),,41,15,3001,201016,1#逆变ACS800温度高,,1,6,9,16,
10,1#变频器(1),,41,16,3001,201018,1#逆变ACS800缺相,,1,6,9,18,
10,1#变频器(1),,41,17,3001,201009,1#推进单元通用报警,,1,6,9,9,
10,1#变频器(1),,41,18,3001,201080,1#推进单元通用1级故障,,1,6,11,16,
10,1#变频器(1),,41,19,3001,201082,1#推进单元功率限制,,1,6,11,18,
10,1#变频器(1),,41,20,3001,201083,1#推进单元起动连锁,,1,6,11,19,
10,1#变频器(1),,41,21,3001,201089,1#推进电机实际速度,,1,6,11,25,
10,1#变频器(1),,41,22,3001,201090,1#推进电机实际功率,,1,6,11,26,
10,1#变频器(1),,41,23,3001,201091,1#推进电机实际扭矩,,1,6,11,27,
10,1#变频器(1),,41,24,3001,201092,1#推进吊舱角度,,1,6,11,28,
10,1#变频器(1),,41,25,3001,201093,1#控制部位的给定控制命令,,1,6,11,29,
10,1#变频器(1),,41,26,3001,201094,1#变频器逆变电机堵转脱扣,,1,6,11,30,
10,1#变频器(1),,41,27,3001,1430,1#变频器室环境温度,,1,6,11,31,
10,1#变频器(2),,42,1,3001,201019,1#推进控制系统通用故障,,1,6,9,19,
10,1#变频器(2),,42,2,3001,201020,1#推进控制系统通用1级故障,,1,6,9,20,
10,1#变频器(2),,42,3,3001,201021,1#推进控制系统通用2级故障,,1,6,9,21,
10,1#变频器(2),,42,4,3001,201022,1#推进控制系统通用报警,,1,6,9,22,
10,1#变频器(2),,42,5,3001,201023,1#推进控制系统功率限制,,1,6,9,23,
10,1#变频器(2),,42,6,3001,201024,1#推进控制系统启动连锁,,1,6,9,24,
10,1#变频器(2),,42,7,3001,201025,1#推进控制系统控制连锁,,1,6,9,25,
10,1#变频器(2),,42,8,3001,201026,1#推进变频器启动连锁,,1,6,9,26,
10,1#变频器(2),,42,9,3001,201027,1#推进变频器备完,,1,6,9,27,
10,1#变频器(2),,42,10,3001,201028,1#推进变频器起动过程中,,1,6,9,28,
10,1#变频器(2),,42,11,3001,201029,1#推进变频器控制连锁,,1,6,9,29,
10,1#变频器(2),,42,12,3001,201030,1#推进变频器准备运行,,1,6,9,30,
10,1#变频器(2),,42,13,3001,201031,1#推进变频器起动调节,,1,6,9,31,
10,1#变频器(2),,42,14,3001,201034,1#推进控制系统紧停激活,,1,6,10,2,
10,1#变频器(2),,42,15,3001,201039,1#遥控系统机旁控制,,1,6,10,7,
10,1#变频器(2),,42,16,3001,201040,1#遥控系统集控室控制,,1,6,10,8,
10,1#变频器(2),,42,17,3001,201041,1#遥控系统驾驶室备用控制,,1,6,10,9,
10,1#变频器(2),,42,18,3001,201042,1#遥控系统驾驶室控制,,1,6,10,10,
10,1#变频器(2),,42,19,3001,201043,1#电站通用故障,,1,6,10,11,
10,1#变频器(2),,42,20,3001,201044,1#电站通用1级故障,,1,6,10,12,
10,1#变频器(2),,42,21,3001,201045,1#电站通用2级故障,,1,6,10,13,
10,1#变频器(2),,42,22,3001,201046,1#电站通用报警,,1,6,10,14,
10,1#变频器(2),,42,23,3001,201047,1#电站功率限制激活,,1,6,10,15,
10,1#变频器(2),,42,24,3001,201048,1#电站启动连锁,,1,6,10,16,
10,1#变频器(3),,43,1,3001,201049,1#电站控制连锁,,1,6,10,17,
10,1#变频器(3),,43,2,3001,201017,1#变频器功率限制,,1,6,9,17,
10,1#变频器(3),,43,3,3001,201051,1#变频器通用故障,,1,6,10,19,
10,1#变频器(3),,43,4,3001,201052,1#变频器通用1级故障,,1,6,10,20,
10,1#变频器(3),,43,5,3001,201054,1#变频器通用报警,,1,6,10,22,
10,1#变频器(3),,43,6,3001,201055,1#变频器与控制系统通讯故障,,1,6,10,23,
10,1#变频器(3),,43,7,3001,201057,1#变频器启动连锁,,1,6,10,25,
10,1#变频器(3),,43,8,3001,201058,1#变频器制动单元故障,,1,6,10,26,
10,1#变频器(3),,43,9,3001,201059,1#变频器整流单元故障,,1,6,10,27,
10,1#变频器(3),,43,10,3001,201060,1#变频器变频器机旁控制,,1,6,10,28,
10,1#变频器(3),,43,11,3001,201061,1#变频器内部冷却水进口压力,,1,6,10,29,
10,1#变频器(3),,43,12,3001,201062,1#变频器内部冷却水出口压力,,1,6,10,30,
10,1#变频器(3),,43,13,3001,201063,1#变频器直流母线电压,,1,6,10,31,
10,1#变频器(3),,43,14,3001,201064,1#变频器逆变紧停,,1,6,10,32,
10,1#变频器(3),,43,15,3001,201065,1#变频器逆变开关量IO报警,,1,6,11,1,
10,1#变频器(3),,43,16,3001,201066,1#变频器逆变保存Powerfail文件错误,,1,6,11,2,
10,1#变频器(3),,43,17,3001,201067,1#变频器逆变保存Powerdown文件错误,,1,6,11,3,
10,1#变频器(3),,43,18,3001,201068,1#变频器逆变电机堵转报警,,1,6,11,4,
10,1#变频器(3),,43,19,3001,201069,1#变频器逆变短路,,1,6,11,5,
10,1#变频器(3),,43,20,3001,201070,1#变频器逆变直流母线过压,,1,6,11,6,
10,1#变频器(3),,43,21,3001,201071,1#变频器逆变IGBT温度高,,1,6,11,7,
10,1#变频器(3),,43,22,3001,201072,1#变频器逆变接地故障电流不平衡,,1,6,11,8,
10,1#变频器(3),,43,23,3001,201073,1#变频器逆变系统故障,,1,6,11,9,
10,1#变频器(3),,43,24,3001,201074,1#变频器逆变直流母线欠压,,1,6,11,10,
10,1#变频器(3),,43,25,3001,201075,1#变频器逆变不允许运行,,1,6,11,11,
10,1#变频器(3),,43,26,3001,201076,1#变频器逆变I/O 通讯故障,,1,6,11,12,
10,1#变频器(3),,43,27,3001,201077,1#变频器逆变PPCC通讯故障,,1,6,11,13,
10,1#变频器(3),,43,28,3001,201078,1#变频器逆变控制屏通讯故障,,1,6,11,14,
10,1#变频器(3),,43,29,3001,201079,1#推进单元通用故障,,1,6,11,15,
10,2#变频器(1),,44,1,3001,202001,2#变频器电机定子电压,,1,6,12,1,
10,2#变频器(1),,44,2,3001,202002,2#变频器电机定子电流,,1,6,12,2,
10,2#变频器(1),,44,3,3001,202003,2#逆变ACS800过频率,,1,6,12,3,
10,2#变频器(1),,44,4,3001,202004,2#逆变ACS800开关过频率,,1,6,12,4,
10,2#变频器(1),,44,5,3001,202005,2#变频器电机U相电流,,1,6,12,5,
10,2#变频器(1),,44,6,3001,202006,2#变频器电机V相电流,,1,6,12,6,
10,2#变频器(1),,44,7,3001,202007,2#变频器电机W相电流,,1,6,12,7,
10,2#变频器(1),,44,8,3001,202008,2#推进变频器运行,,1,6,12,8,
10,2#变频器(1),,44,9,3001,202010,2#变频器逆变INU1短路,,1,6,12,10,
10,2#变频器(1),,44,10,3001,202011,2#变频器逆变INU2短路,,1,6,12,11,
10,2#变频器(1),,44,11,3001,202012,2#逆变ACS800过流,,1,6,12,12,
10,2#变频器(1),,44,12,3001,202013,2#变频器主开关闭合,,1,6,12,13,
10,2#变频器(1),,44,13,3001,202014,2#变频器内部冷水温度,,1,6,12,14,
10,2#变频器(1),,44,14,3001,202015,2#变频器水冷单元故障,,1,6,12,15,
10,2#变频器(1),,44,15,3001,202016,2#逆变ACS800温度高,,1,6,12,16,
10,2#变频器(1),,44,16,3001,202018,2#逆变ACS800缺相,,1,6,12,18,
10,2#变频器(1),,44,17,3001,202009,2#推进单元通用报警,,1,6,12,9,
10,2#变频器(1),,44,18,3001,202080,2#推进单元通用1级故障,,1,6,14,16,
10,2#变频器(1),,44,19,3001,202082,2#推进单元功率限制,,1,6,14,18,
10,2#变频器(1),,44,20,3001,202083,2#推进单元起动连锁,,1,6,14,19,
10,2#变频器(1),,44,21,3001,202089,2#推进电机实际速度,,1,6,14,25,
10,2#变频器(1),,44,22,3001,202090,2#推进电机实际功率,,1,6,14,26,
10,2#变频器(1),,44,23,3001,202091,2#推进电机实际扭矩,,1,6,14,27,
10,2#变频器(1),,44,24,3001,202092,2#推进吊舱角度,,1,6,14,28,
10,2#变频器(1),,44,25,3001,202093,2#控制部位的给定控制命令,,1,6,14,29,
10,2#变频器(1),,44,26,3001,202094,2#变频器逆变电机堵转脱扣,,1,6,14,30,
10,2#变频器(1),,44,27,3001,1431,2#变频器室环境温度,,1,6,14,31,
10,2#变频器(2),,45,1,3001,202019,2#推进控制系统通用故障,,1,6,12,19,
10,2#变频器(2),,45,2,3001,202020,2#推进控制系统通用1级故障,,1,6,12,20,
10,2#变频器(2),,45,3,3001,202021,2#推进控制系统通用2级故障,,1,6,12,21,
10,2#变频器(2),,45,4,3001,202022,2#推进控制系统通用报警,,1,6,12,22,
10,2#变频器(2),,45,5,3001,202023,2#推进控制系统功率限制,,1,6,12,23,
10,2#变频器(2),,45,6,3001,202024,2#推进控制系统启动连锁,,1,6,12,24,
10,2#变频器(2),,45,7,3001,202025,2#推进控制系统控制连锁,,1,6,12,25,
10,2#变频器(2),,45,8,3001,202026,2#推进变频器启动连锁,,1,6,12,26,
10,2#变频器(2),,45,9,3001,202027,2#推进变频器备完,,1,6,12,27,
10,2#变频器(2),,45,10,3001,202028,2#推进变频器起动过程中,,1,6,12,28,
10,2#变频器(2),,45,11,3001,202029,2#推进变频器控制连锁,,1,6,12,29,
10,2#变频器(2),,45,12,3001,202030,2#推进变频器准备运行,,1,6,12,30,
10,2#变频器(2),,45,13,3001,202031,2#推进变频器起动调节,,1,6,12,31,
10,2#变频器(2),,45,14,3001,202034,2#推进控制系统紧停激活,,1,6,13,2,
10,2#变频器(2),,45,15,3001,202039,2#遥控系统机旁控制,,1,6,13,7,
10,2#变频器(2),,45,16,3001,202040,2#遥控系统集控室控制,,1,6,13,8,
10,2#变频器(2),,45,17,3001,202041,2#遥控系统驾驶室备用控制,,1,6,13,9,
10,2#变频器(2),,45,18,3001,202042,2#遥控系统驾驶室控制,,1,6,13,10,
10,2#变频器(2),,45,19,3001,202043,2#电站通用故障,,1,6,13,11,
10,2#变频器(2),,45,20,3001,202044,2#电站通用1级故障,,1,6,13,12,
10,2#变频器(2),,45,21,3001,202045,2#电站通用2级故障,,1,6,13,13,
10,2#变频器(2),,45,22,3001,202046,2#电站通用报警,,1,6,13,14,
10,2#变频器(2),,45,23,3001,202047,2#电站功率限制激活,,1,6,13,15,
10,2#变频器(2),,45,24,3001,202048,2#电站启动连锁,,1,6,13,16,
10,2#变频器(3),,46,1,3001,202049,2#电站控制连锁,,1,6,13,17,
10,2#变频器(3),,46,2,3001,202017,2#变频器功率限制,,1,6,12,17,
10,2#变频器(3),,46,3,3001,202051,2#变频器通用故障,,1,6,13,19,
10,2#变频器(3),,46,4,3001,202052,2#变频器通用1级故障,,1,6,13,20,
10,2#变频器(3),,46,5,3001,202054,2#变频器通用报警,,1,6,13,22,
10,2#变频器(3),,46,6,3001,202055,2#变频器与控制系统通讯故障,,1,6,13,23,
10,2#变频器(3),,46,7,3001,202057,2#变频器启动连锁,,1,6,13,25,
10,2#变频器(3),,46,8,3001,202058,2#变频器制动单元故障,,1,6,13,26,
10,2#变频器(3),,46,9,3001,202059,2#变频器整流单元故障,,1,6,13,27,
10,2#变频器(3),,46,10,3001,202060,2#变频器变频器机旁控制,,1,6,13,28,
10,2#变频器(3),,46,11,3001,202061,2#变频器内部冷却水进口压力,,1,6,13,29,
10,2#变频器(3),,46,12,3001,202062,2#变频器内部冷却水出口压力,,1,6,13,30,
10,2#变频器(3),,46,13,3001,202063,2#变频器直流母线电压,,1,6,13,31,
10,2#变频器(3),,46,14,3001,202064,2#变频器逆变紧停,,1,6,13,32,
10,2#变频器(3),,46,15,3001,202065,2#变频器逆变开关量IO报警,,1,6,14,1,
10,2#变频器(3),,46,16,3001,202066,2#变频器逆变保存Powerfail文件错误,,1,6,14,2,
10,2#变频器(3),,46,17,3001,202067,2#变频器逆变保存Powerdown文件错误,,1,6,14,3,
10,2#变频器(3),,46,18,3001,202068,2#变频器逆变电机堵转报警,,1,6,14,4,
10,2#变频器(3),,46,19,3001,202069,2#变频器逆变短路,,1,6,14,5,
10,2#变频器(3),,46,20,3001,202070,2#变频器逆变直流母线过压,,1,6,14,6,
10,2#变频器(3),,46,21,3001,202071,2#变频器逆变IGBT温度高,,1,6,14,7,
10,2#变频器(3),,46,22,3001,202072,2#变频器逆变接地故障电流不平衡,,1,6,14,8,
10,2#变频器(3),,46,23,3001,202073,2#变频器逆变系统故障,,1,6,14,9,
10,2#变频器(3),,46,24,3001,202074,2#变频器逆变直流母线欠压,,1,6,14,10,
10,2#变频器(3),,46,25,3001,202075,2#变频器逆变不允许运行,,1,6,14,11,
10,2#变频器(3),,46,26,3001,202076,2#变频器逆变I/O 通讯故障,,1,6,14,12,
10,2#变频器(3),,46,27,3001,202077,2#变频器逆变PPCC通讯故障,,1,6,14,13,
10,2#变频器(3),,46,28,3001,202078,2#变频器逆变控制屏通讯故障,,1,6,14,14,
10,2#变频器(3),,46,29,3001,202079,2#推进单元通用故障,,1,6,14,15,
10,液位1,,47,1,3001,721001,1#压载舱液位,,1,8,2,1,
10,液位1,,47,2,3001,721002,2#压载舱左液位,,1,8,2,2,
10,液位1,,47,3,3001,721003,2#压载舱中兼淡水舱液位,,1,8,2,3,
10,液位1,,47,4,3001,721004,2#压载舱右液位,,1,8,2,4,
10,液位1,,47,5,3001,721005,3#压载舱左液位,,1,8,2,5,
10,液位1,,47,6,3001,721006,3#压载舱中液位,,1,8,2,6,
10,液位1,,47,7,3001,721007,3#压载舱右液位,,1,8,2,7,
10,液位1,,47,8,3001,721008,4#压载舱中液位,,1,8,2,8,
10,液位1,,47,9,3001,721009,艉尖舱中兼压载舱液位,,1,8,2,9,
10,液位1,,47,10,3001,721010,艏尖舱兼压载舱液位,,1,8,2,10,
10,液位1,,47,11,3001,721011,饮水舱液位,,1,8,2,11,
10,液位1,,47,12,3001,721012,淡水舱左液位,,1,8,2,12,
10,液位1,,47,13,3001,721013,淡水舱右液位,,1,8,2,13,
10,液位1,,47,14,3001,721014,1#燃油舱液位,,1,8,2,14,
10,液位1,,47,15,3001,721015,2#燃油舱左液位,,1,8,2,15,
10,液位1,,47,16,3001,721016,2#燃油舱中液位,,1,8,2,16,
10,液位1,,47,17,3001,721017,2#燃油舱右液位,,1,8,2,17,
10,液位1,,47,18,3001,721018,3#燃油舱左液位,,1,8,2,18,
10,液位1,,47,19,3001,721019,3#燃油舱右液位,,1,8,2,19,
10,液位1,,47,20,3001,721020,4#燃油舱左液位,,1,8,2,20,
10,液位1,,47,21,3001,721021,4#燃油舱中液位,,1,8,2,21,
10,液位1,,47,22,3001,721022,4#燃油舱右液位,,1,8,2,22,
10,液位1,,47,23,3001,721023,艏吃水,,1,8,2,23,
10,液位1,,47,24,3001,721024,艉吃水,,1,8,2,24,
10,液位1,,47,25,3001,721025,左吃水,,1,8,2,25,
10,液位1,,47,26,3001,721026,右吃水,,1,8,2,26,
10,液位1,,47,27,3001,721027,纵倾,,1,8,2,27,
10,液位1,,47,28,3001,721028,横倾,,1,8,2,28,
10,液位2,,48,1,3001,721029,1#燃油舱满舱报警,,1,8,2,29,
10,液位2,,48,2,3001,721030,2#燃油舱左满舱报警,,1,8,2,30,
10,液位2,,48,3,3001,721031,2#燃油舱中满舱报警,,1,8,2,31,
10,液位2,,48,4,3001,721032,2#燃油舱右满舱报警,,1,8,2,32,
10,液位2,,48,5,3001,721033,3#燃油舱左满舱报警,,1,8,3,1,
10,液位2,,48,6,3001,721034,3#燃油舱右满舱报警,,1,8,3,2,
10,液位2,,48,7,3001,721035,4#燃油舱左满舱报警,,1,8,3,3,
10,液位2,,48,8,3001,721036,4#燃油舱中满舱报警,,1,8,3,4,
10,液位2,,48,9,3001,721037,4#燃油舱右满舱报警,,1,8,3,5,
10,液位2,,48,10,3001,721038,1#压载舱液位高报警,,1,8,3,6,
10,液位2,,48,11,3001,721039,2#压载舱左液位高报警,,1,8,3,7,
10,液位2,,48,12,3001,721040,2#压载舱中液位高报警,,1,8,3,8,
10,液位2,,48,13,3001,721041,2#压载舱右液位高报警,,1,8,3,9,
10,液位2,,48,14,3001,721042,3#压载舱左液位高报警,,1,8,3,10,
10,液位2,,48,15,3001,721043,3#压载舱中液位高报警,,1,8,3,11,
10,液位2,,48,16,3001,721044,3#压载舱右液位高报警,,1,8,3,12,
10,液位2,,48,17,3001,721045,4#压载舱中液位高报警,,1,8,3,13,
10,液位2,,48,18,3001,721046,艉尖舱中液位高报警,,1,8,3,14,
10,液位2,,48,19,3001,721047,艏尖舱液位高报警,,1,8,3,15,
10,液位2,,48,20,3001,721048,饮水舱液位高报警,,1,8,3,16,
10,液位2,,48,21,3001,721049,淡水舱左液位高报警,,1,8,3,17,
10,液位2,,48,22,3001,721050,淡水舱右液位高报警,,1,8,3,18,
10,液位2,,48,23,3001,721051,饮水舱液位低报警,,1,8,3,19,
10,液位2,,48,24,3001,721052,淡水舱左液位低报警,,1,8,3,20,
10,液位2,,48,25,3001,721053,淡水舱右液位低报警,,1,8,3,21,
10,液位3,,49,1,3001,721054,1#燃油舱液位高报警,,1,8,3,22,
10,液位3,,49,2,3001,721055,2#燃油舱左液位高报警,,1,8,3,23,
10,液位3,,49,3,3001,721056,2#燃油舱中液位高报警,,1,8,3,24,
10,液位3,,49,4,3001,721057,2#燃油舱右液位高报警,,1,8,3,25,
10,液位3,,49,5,3001,721058,3#燃油舱左液位高报警,,1,8,3,26,
10,液位3,,49,6,3001,721059,3#燃油舱右液位高报警,,1,8,3,27,
10,液位3,,49,7,3001,721060,4#燃油舱左液位高报警,,1,8,3,28,
10,液位3,,49,8,3001,721061,4#燃油舱中液位高报警,,1,8,3,29,
10,液位3,,49,9,3001,721062,4#燃油舱右液位高报警,,1,8,3,30,
10,液位3,,49,10,3001,721063,艏吃水液位高报警,,1,8,3,31,
10,液位3,,49,11,3001,721064,艉吃水液位高报警,,1,8,3,32,
10,液位3,,49,12,3001,721065,左吃水液位高报警,,1,8,4,1,
10,液位3,,49,13,3001,721066,右吃水液位高报警,,1,8,4,2,
10,液位3,,49,14,3001,721067,阀门遥控系统电源故障报警,,1,8,4,3,
10,舱室浸水1,,50,1,3001,1434,电动机房进水,,1,8,4,1,
10,舱室浸水1,,50,2,3001,1435,粮库进水,,1,8,4,2,
10,舱室浸水1,,50,3,3001,1436,4#空调器室进水,,1,8,4,3,
10,舱室浸水1,,50,4,3001,1437,FR41右设备间进水,,1,8,4,4,
10,舱室浸水1,,50,5,3001,1438,3#空调器室进水,,1,8,4,5,
10,舱室浸水1,,50,6,3001,1439,活动室进水,,1,8,4,6,
10,舱室浸水1,,50,7,3001,1440,1#空调器室进水,,1,8,4,7,
10,舱室浸水1,,50,8,3001,1441,备用进水,,1,8,4,8,
10,舱室浸水1,,50,9,3001,1442,首侧推舱进水,,1,8,4,9,
10,舱室浸水1,,50,10,3001,1443,平台设备舱进水,,1,8,4,10,
10,舱室浸水1,,50,11,3001,1444,2#空调器室进水,,1,8,4,11,
10,舱室浸水1,,50,12,3001,1445,左减摇鳍舱进水,,1,8,4,12,
10,舱室浸水1,,50,13,3001,1446,右减摇鳍舱进水,,1,8,4,13,
10,舱室浸水1,,50,14,3001,1447,FR66左设备舱进水,,1,8,4,14,
10,舱室浸水1,,50,15,3001,1448,FR66中设备舱进水,,1,8,4,15,
10,舱室浸水1,,50,16,3001,1449,制冷机室进水,,1,8,4,16,
10,舱室浸水1,,50,17,3001,1450,左舵浆装置舱进水,,1,8,4,17,
10,舱室浸水1,,50,18,3001,1451,右舵浆装置舱进水,,1,8,4,18,
10,舱室浸水1,,50,19,3001,1452,调控设备舱进水,,1,8,4,19,
10,舱室浸水1,,50,20,3001,1453,左下甲板设备间进水,,1,8,4,20,
10,舱室浸水1,,50,21,3001,1454,右下甲板设备间进水,,1,8,4,21,
10,舱室浸水1,,50,22,3001,1455,健身房进水,,1,8,4,22,
10,舱室浸水1,,50,23,3001,1456,直升机高闪点油桶舱进水,,1,8,4,23,
10,舱室浸水1,,50,24,3001,1457,直升机系统备件舱进水,,1,8,4,24,
10,舱室浸水2,,51,1,3001,1458,电动机房断线,,1,8,4,25,
10,舱室浸水2,,51,2,3001,1459,粮库断线,,1,8,4,26,
10,舱室浸水2,,51,3,3001,1460,4#空调器室断线,,1,8,4,27,
10,舱室浸水2,,51,4,3001,1461,FR41右设备间断线,,1,8,4,28,
10,舱室浸水2,,51,5,3001,1462,3#空调器室断线,,1,8,4,29,
10,舱室浸水2,,51,6,3001,1463,活动室断线,,1,8,4,30,
10,舱室浸水2,,51,7,3001,1464,1#空调器室断线,,1,8,4,31,
10,舱室浸水2,,51,8,3001,1465,备用断线,,1,8,4,32,
10,舱室浸水2,,51,9,3001,1466,首侧推舱断线,,1,8,5,1,
10,舱室浸水2,,51,10,3001,1467,平台设备舱断线,,1,8,5,2,
10,舱室浸水2,,51,11,3001,1468,2#空调器室断线,,1,8,5,3,
10,舱室浸水2,,51,12,3001,1469,左减摇鳍舱断线,,1,8,5,4,
10,舱室浸水2,,51,13,3001,1470,右减摇鳍舱断线,,1,8,5,5,
10,舱室浸水2,,51,14,3001,1471,FR66左设备舱断线,,1,8,5,6,
10,舱室浸水2,,51,15,3001,1472,FR66中设备舱断线,,1,8,5,7,
10,舱室浸水2,,51,16,3001,1473,制冷机室断线,,1,8,5,8,
10,舱室浸水2,,51,17,3001,1474,左舵浆装置舱断线,,1,8,5,9,
10,舱室浸水2,,51,18,3001,1475,右舵浆装置舱断线,,1,8,5,10,
10,舱室浸水2,,51,19,3001,1476,调控设备舱断线,,1,8,5,11,
10,舱室浸水2,,51,20,3001,1477,左下甲板设备间断线,,1,8,5,12,
10,舱室浸水2,,51,21,3001,1478,右下甲板设备间断线,,1,8,5,13,
10,舱室浸水2,,51,22,3001,1479,健身房断线,,1,8,5,14,
10,舱室浸水2,,51,23,3001,1480,直升机高闪点油桶舱断线,,1,8,5,15,
10,舱室浸水2,,51,24,3001,1481,直升机系统备件舱断线,,1,8,5,16,
11,1#主发电机组(1),,1,1,3001,401001,1#发电机滑油进滤器温度,,1,7,1,1,
11,1#主发电机组(1),,1,2,3001,401002,1#发电机滑油进机压力,,1,7,1,2,
11,1#主发电机组(1),,1,3,3001,401003,1#发电机滑油压力过低停车,,1,7,1,3,
11,1#主发电机组(1),,1,4,3001,401004,1#发电机滑油进增压器压力,,1,7,1,4,
11,1#主发电机组(1),,1,5,3001,401005,1#发电机滑油进滤器压力,,1,7,1,5,
11,1#主发电机组(1),,1,6,3001,401006,1#发电机预供滑油压力低,,1,7,1,6,
11,1#主发电机组(1),,1,7,3001,401007,1#发电机油底壳滑油液位高,,1,7,1,7,
11,1#主发电机组(1),,1,8,3001,401008,1#发电机油底壳滑油液位低,,1,7,1,8,
11,1#主发电机组(1),,1,9,3001,401009,1#发电机燃油进机压力,,1,7,1,9,
11,1#主发电机组(1),,1,10,3001,401010,1#发电机燃油滤器压差,,1,7,1,10,
11,1#主发电机组(1),,1,11,3001,401011,1#发电机燃油泄漏液位高,,1,7,1,11,
11,1#主发电机组(1),,1,12,3001,401012,1#发电机低温冷水进机压力,,1,7,1,12,
11,1#主发电机组(1),,1,13,3001,401013,1#发电机高温冷水进机压力,,1,7,1,13,
11,1#主发电机组(1),,1,14,3001,401014,1#发电机高温冷水出机温度,,1,7,1,14,
11,1#主发电机组(1),,1,15,3001,401015,1#发电机高温冷水出机温度高停车,,1,7,1,15,
11,1#主发电机组(1),,1,16,3001,401016,1#发电机1号缸排气温度 高,,1,7,1,16,
11,1#主发电机组(1),,1,17,3001,401017,1#发电机2号缸排气温度 高,,1,7,1,17,
11,1#主发电机组(1),,1,18,3001,401018,1#发电机3号缸排气温度 高,,1,7,1,18,
